e	37966
o	26488
a	25339
de	25084
que	21312
os	14098
do	10237
para	8517
não	8185
senhor	8015
se	6971
da	6727
em	6209
as	5811
com	4960
dos	4754
ao	4439
deus	4415
por	4349
no	3933
como	3908
ele	3853
é	3842
um	3771
seu	3718
sua	3423
pois	3381
mas	3192
seus	3124
na	3111
eu	3009
terra	2934
filhos	2780
porque	2775
sobre	2761
então	2547
israel	2540
rei	2475
todos	2353
filho	2322
�	2228
meu	2196
te	2185
também	2162
me	2100
disse	2078
teu	2069
assim	2065
casa	1967
aos	1936
uma	1910
eles	1834
povo	1819
n@@em	1766
qu@@ando	1740
cont@@ra	1675
v@@ós	1671
su@@as	1627
vos	1623
tu@@a	1621
ho@@m@@em	1608
das	1564
lhe	1561
at@@é	1519
di@@a	1491
to@@do	1485
m@@inha	1478
qu@@em	1447
n@@os	1356
m@@im	1351
est@@á	1330
ho@@men@@s	1312
fo@@i	1297
t@@u	1285
ser@@á	1280
pel@@o	1267
t@@i	1250
ma@@is	1243
eis	1193
te@@us	1124
pa@@i	1124
to@@da	1120
s@@ão	1102
diz@@endo	1090
j@@es@@us	1079
di@@z	1075
por@@ém	1063
mão	1052
d@@av@@i	1031
di@@ante	1003
to@@das	995
er@@a	994
es@@te	983
ou	966
ent@@re	961
el@@a	953
di@@as	920
h@@á	916
a@@in@@da	863
no@@me	860
de@@pois	848
lh@@es	841
ju@@d@@á	839
co@@ra@@ção	836
ci@@dade	834
se@@gu@@n@@do	831
mo@@is@@é@@s	830
pel@@a	827
f@@e@@z	823
ó	817
l@@u@@g@@ar	809
tu@@do	805
j@@er@@us@@al@@ém	803
qu@@a@@l	790
d@@eles	788
is@@so	785
n@@ós	784
n@@as	784
g@@ran@@de	774
o@@ra	762
o@@lh@@os	758
p@@al@@av@@ra	757
me@@us	753
fo@@ram	739
co@@is@@as	737
mu@@lh@@er	721
a@@go@@ra	717
ca@@da	714
a@@qu@@ele	710
t@@inha	698
est@@a	694
m@@ei@@o	687
est@@av@@a	686
d@@ele	686
al@@i	666
b@@em	650
ca@@u@@sa	648
h@@av@@ia	623
m@@es@@m@@o	621
is@@to	604
eg@@i@@to	604
c@@am@@inh@@o	602
t@@em	597
des@@de	597
p@@al@@av@@r@@as	588
es@@p@@í@@ri@@to	579
o@@fer@@ta	573
so@@u	570
m@@ã@@os	568
se@@j@@a	559
ir@@m@@ã@@os	555
j@@á	549
vi@@da	548
vo@@ss@@os	544
est@@ão	541
